"Timestamp"," 1. What is your year of study? ","2. Are you a domestic or international student? (Domestic meaning you lived or resided in Canada 3+ years before starting university. International meaning you lived abroad prior to beginning university studies). ","3. Which degree are you currently pursuing?","4.  What do you identify as? (Self-Identification is voluntary and you can choose to select the option of ""I do not wish to answer"")","5. Do you identify as someone with Accessibility Needs? ","6. What is your CGPA?","7. What kind of classes are you currently attending? ","8. For in-person classes, on average, how long is your commute to UTM? (One-way)","9. The location of where I am currently living impacts my attendance for in-person class (on-campus vs. off-campus). ","10. My type of commute to school determines whether I’m more likely to attend an in-person class (Walking, Bus, Train, Car, etc.) ","11. My commute time impacts my in-person class attendance. ","12. What would be your most common reasons for skipping an in-person class? Please select your top 3.   ","13. What would be your most common reasons for skipping online classes? Please select your top 3. "," Traditional style lecture (professor teaching material through educational talk, slides, and physical examples)  ","Hybrid style lecture including collaborative group work and presentations","Live Lectures (Synchronous) ","Recorded lectures with Office Hours (Asynchronous) ","14. On average, for a particular course in each semester how often do you say you skip (online or in-person) classes? ","15. Which classes based on Eastern Time are you more likely to skip?","16. Are you more likely to attend class (online or in-person) if the professor requires mandatory participation during lecture (class discussions, quizzes using software such as Quercus, TopHat, etc.)?  ","18. Do you feel your attendance affects your overall CGPA? ","19. Generally, do you classify yourself as one who attends or skips class? "
"2021/02/10 7:29:20 PM AST","Third","Domestic","Honours Bachelor of Arts","Male","Yes","2.0 - 2.99","Only online courses","","","","","","Time of Class as per your time zone;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","1","3","2","2","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 7:29:33 PM AST","Third","International","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Technical issues (connection, equipment, etc.)","1","2","3","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 7:30:25 PM AST","Third","Domestic","Honours Bachelor of Science","Male","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method","1","2","3","2","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 7:30:32 PM AST","First","Domestic","Honours Bachelor of Arts","Female","No","1.5 - 1.99","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);General sickness (headaches, cold, fever, etc.)","2","1","3","4","Rarely (25% of the time)","Afternoon (12:00pm – 3:59 pm)","Yes","No","Attend"
"2021/02/10 7:32:29 PM AST","Second","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.)","1","4","2","3","Rarely (25% of the time)","Afternoon (12:00pm – 3:59 pm)","Yes","No","Attend"
"2021/02/10 7:33:13 PM AST","Third","Domestic","Honours Bachelor of Arts","Female","Yes","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Dislike of teaching method;Accessibility Needs;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","3","3","3","2","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 7:33:18 PM AST","First","Domestic","Honours Bachelor of Arts","Female","I do not wish to answer","N/A (if you have not completed your first semester)","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Mental health as a result of COVID-19 (stress, etc.)","1","4","2","2","Rarely (25% of the time)","Afternoon (12:00pm – 3:59 pm)","No","Yes","Attend"
"2021/02/10 7:33:44 PM AST","First","International","Honours Bachelor of Science","Male","No","3.0 - 3.49","Only online courses","","","","","","Time of Class as per your time zone","2","3","2","3","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 7:35:08 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Technical issues (connection, equipment, etc.)","3","2","1","1","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 7:35:08 PM AST","More than 4","Domestic","Honours Bachelor of Arts","Female","Yes","2.0 - 2.99","Only online courses","","","","","","Accessibility Needs;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","1","4","2","2","Sometimes (50% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Skip"
"2021/02/10 7:39:12 PM AST","First","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);General sickness (headaches, cold, fever, etc.)","3","4","2","1","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 7:40:18 PM AST","Third","Domestic","Honours Bachelor of Arts","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","4","3","3","1","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 7:42:46 PM AST","Second","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","4","1","4","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 7:44:05 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","4","1","1","4","Rarely (25% of the time)","Night (9pm - 6:59am)","No","Yes","Attend"
"2021/02/10 7:45:34 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Male","No","3.0 - 3.49","Only online courses","","","","","","Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.)","4","1","3","4","Rarely (25% of the time)","Afternoon (12:00pm – 3:59 pm)","Yes","No","Skip"
"2021/02/10 7:45:40 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","1.5 - 1.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);Bored","1","2","3","4","Frequently (75% of the time)","Afternoon (12:00pm – 3:59 pm)","Yes","No","Skip"
"2021/02/10 7:46:09 PM AST","Fourth","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","2","2","3","2","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 7:47:34 PM AST","Second","Domestic","Honours Bachelor of Arts","Female","No","Prefer not to answer","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","1","3","4","2","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 7:50:10 PM AST","First","International","Honours Bachelor of Science","Male","Yes","Prefer not to answer","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.)","1","2","2","4","Very Rarely (less than 5% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 7:50:35 PM AST","Third","Domestic","Honours Bachelor of Arts","Female","No","2.0 - 2.99","Only online courses","","","","","","Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","2","2","2","1","Never","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 7:52:08 PM AST","Third","International","Bachelor of Commerce","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Poor sleep habits","2","1","3","4","Very Rarely (less than 5% of the time)","Afternoon (12:00pm – 3:59 pm)","Yes","Yes","Attend"
"2021/02/10 7:54:24 PM AST","Second","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","Dislike of teaching method;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","1","4","1","1","Rarely (25% of the time)","Morning (7:00am – 11:59am)","No","No","Attend"
"2021/02/10 7:54:35 PM AST","Fourth","Domestic","Honours Bachelor of Science","Female","Yes","3.5 - 4.0","A combination of online and in person courses","31-60 min","Disagree","Strongly Disagree","Strongly Disagree","Accessibility Needs reasons;Poor sleep habits;General sickness (headaches, cold, fever, etc.)","To Study (Prepare for a Test or Assignment);Accessibility Needs;Mental health as a result of COVID-19 (stress, etc.)","3","1","3","2","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 7:58:01 PM AST","First","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","Poor sleep habits;Technical issues (connection, equipment, etc.)","1","1","1","2","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 7:59:26 PM AST","Second","International","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Poor sleep habits","4","2","4","3","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","No","Skip"
"2021/02/10 7:59:33 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;General sickness (headaches, cold, fever, etc.)","3","3","4","2","Rarely (25% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 7:59:51 PM AST","Third","Domestic","Honours Bachelor of Arts","Male","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.)","1","3","1","4","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 8:00:44 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","A combination of online and in person courses","< 15 min","Agree","Agree","Agree","Time of Class;Duration of Commute;To Study (Prepare for a Test or Assignment)","To Study (Prepare for a Test or Assignment);time of class","4","2","3","4","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 8:01:42 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;General sickness (headaches, cold, fever, etc.)","3","3","4","2","Rarely (25% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 8:02:49 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","Technical issues (connection, equipment, etc.);Easy to use external resources if needed (Internet, friends, etc.)","1","3","1","1","Rarely (25% of the time)","Morning (7:00am – 11:59am)","No","No","Attend"
"2021/02/10 8:03:34 PM AST","Second","International","Bachelor of Commerce","Male","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);General sickness (headaches, cold, fever, etc.);Family member sickness","4","4","1","1","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","No","Yes","Attend"
"2021/02/10 8:04:42 PM AST","Second","Domestic","Honours Bachelor of Science","Male","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","4","3","3","1","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","No","Yes","Attend"
"2021/02/10 8:04:48 PM AST","More than 4","Domestic","Honours Bachelor of Arts","Male","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.)","2","1","3","4","Very Rarely (less than 5% of the time)","Afternoon (12:00pm – 3:59 pm)","Yes","No","Attend"
"2021/02/10 8:05:50 PM AST","Fourth","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","A combination of online and in person courses","61-90 min","Agree","Agree","Agree","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);General sickness (headaches, cold, fever, etc.)","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);General sickness (headaches, cold, fever, etc.)","1","3","2","2","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","No","Attend"
"2021/02/10 8:05:55 PM AST","First","Domestic","Honours Bachelor of Arts","Male","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);General mental sickness prior to COVID-19 (depression, anxiety, etc.)","1","3","1","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","No","Yes","Attend"
"2021/02/10 8:09:24 PM AST","Second","International","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","Dislike of teaching method;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","1","4","3","1","Frequently (75% of the time)","Morning (7:00am – 11:59am)","No","No","Skip"
"2021/02/10 8:09:59 PM AST","First","Domestic","Honours Bachelor of Science","Female","No","Prefer not to answer","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.)","4","2","4","1","Never","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 8:11:54 PM AST","First","International","Honours Bachelor of Science","Male","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;General sickness (headaches, cold, fever, etc.)","2","3","1","4","Very Rarely (less than 5% of the time)","Afternoon (12:00pm – 3:59 pm)","No","Yes","Attend"
"2021/02/10 8:12:23 PM AST","Third","International","Honours Bachelor of Science","Female","Yes","3.0 - 3.49","Only online courses","","","","","","Accessibility Needs;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","1","4","2","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 8:15:34 PM AST","Fourth","Domestic","Honours Bachelor of Science","Male","No","1.5 - 1.99","A combination of online and in person courses","15-30 min","Disagree","Strongly Agree","Disagree","Time of Class;To Study (Prepare for a Test or Assignment);Instructor posts class material online (lecture notes, recordings, etc.)","To Study (Prepare for a Test or Assignment);To Work;Dislike of teaching method","1","1","2","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 8:16:28 PM AST","First","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","Dislike of teaching method;Poor sleep habits;Easy to use external resources if needed (Internet, friends, etc.)","1","2","2","1","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","No","Attend"
"2021/02/10 8:19:58 PM AST","Second","Domestic","Honours Bachelor of Arts","Female","Yes","1.5 - 1.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","3","4","3","1","Rarely (25% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 8:22:16 PM AST","Third","Domestic","Honours Bachelor of Arts","Female","No","2.0 - 2.99","Only online courses","","","","","","Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","4","3","3","1","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 8:22:55 PM AST","First","International","Honours Bachelor of Science","Male","Yes","Prefer not to answer","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.)","1","2","2","4","Very Rarely (less than 5% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 8:25:41 PM AST","Third","Domestic","Honours Bachelor of Science","Female","Yes","3.5 - 4.0","Only online courses","","","","","","Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","3","4","1","2","Never","Night (9pm - 6:59am)","No","Yes","Attend"
"2021/02/10 8:26:08 PM AST","First","Domestic","Bachelor of Commerce","Female","No","3.5 - 4.0","Only online courses","","","","","","Dislike of teaching method","4","1","2","4","Never","Night (9pm - 6:59am)","Yes","No","Attend"
"2021/02/10 8:26:14 PM AST","Second","Domestic","Bachelor of Business Administration","Male","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Easy to use external resources if needed (Internet, friends, etc.);If lectures are recorded I know I can watch them later","2","3","2","2","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 8:26:43 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);General sickness (headaches, cold, fever, etc.)","3","1","3","1","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 8:28:14 PM AST","First","International","Bachelor of Commerce","Male","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.)","3","2","3","4","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 8:28:50 PM AST","First","International","Honours Bachelor of Science","Male","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Knowing that it is recorded demotivates me to go when it's live.","3","1","1","4","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 8:29:33 PM AST","Third","International","Honours Bachelor of Arts","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);General sickness (headaches, cold, fever, etc.)","2","4","2","1","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 8:30:47 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Technical issues (connection, equipment, etc.)","1","4","2","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 8:31:59 PM AST","Second","International","Bachelor of Business Administration","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","1","2","3","4","Very Rarely (less than 5% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 8:32:30 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","To Work;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","1","4","3","1","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","No","No","Attend"
"2021/02/10 8:35:07 PM AST","First","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.);Easy to use external resources if needed (Internet, friends, etc.)","1","2","3","4","Never","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 8:37:24 PM AST","Second","Domestic","Honours Bachelor of Science","Male","No","3.0 - 3.49","Only online courses","","","","","","I don't skip online classes but I am tempted to","3","2","3","3","Never","Night (9pm - 6:59am)","No","Yes","Attend"
"2021/02/10 8:38:11 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","Prefer not to answer","Only online courses","","","","","","Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","2","4","2","1","Very Rarely (less than 5% of the time)","Afternoon (12:00pm – 3:59 pm)","Yes","Yes","Attend"
"2021/02/10 8:38:31 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);General sickness (headaches, cold, fever, etc.)","4","1","2","3","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 8:38:54 PM AST","Second","Domestic","Honours Bachelor of Arts","Female","No","Prefer not to answer","Only online courses","","","","","","Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.);to work at my full-time job","2","4","2","1","Never","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 8:42:08 PM AST","Fourth","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Mental health as a result of COVID-19 (stress, etc.)","3","4","3","3","Sometimes (50% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 8:43:51 PM AST","Fourth","Domestic","Honours Bachelor of Science","I do not wish to answer","I do not wish to answer","Prefer not to answer","Only online courses","","","","","","Poor sleep habits;I hate class and the university and would rather be doing anything else.","3","4","3","4","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 8:46:39 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.)","2","3","2","1","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 8:49:50 PM AST","First","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","Dislike of teaching method;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);General sickness (headaches, cold, fever, etc.);Easy to use external resources if needed (Internet, friends, etc.)","4","1","1","4","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Skip"
"2021/02/10 8:50:26 PM AST","Third","Domestic","Honours Bachelor of Arts","Female","No","Prefer not to answer","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Poor sleep habits;General sickness (headaches, cold, fever, etc.)","4","1","3","4","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 8:51:07 PM AST","First","Domestic","Bachelor of Commerce","Male","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Technical issues (connection, equipment, etc.)","3","4","4","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 8:51:51 PM AST","First","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","General sickness (headaches, cold, fever, etc.)","4","1","1","4","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","No","Attend"
"2021/02/10 8:52:38 PM AST","Third","Domestic","Honours Bachelor of Arts","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Mental health as a result of COVID-19 (stress, etc.)","1","2","1","3","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 8:53:07 PM AST","First","Domestic","Honours Bachelor of Science","Male","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Poor sleep habits","1","3","4","2","Frequently (75% of the time)","Morning (7:00am – 11:59am)","Yes","No","Skip"
"2021/02/10 8:55:34 PM AST","Fourth","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Easy to use external resources if needed (Internet, friends, etc.)","1","2","1","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 8:57:40 PM AST","First","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Technical issues (connection, equipment, etc.)","3","2","2","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 8:58:45 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Easy to use external resources if needed (Internet, friends, etc.)","2","4","2","1","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 8:59:24 PM AST","First","Domestic","Honours Bachelor of Arts","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","1","4","4","1","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","No","Yes","Attend"
"2021/02/10 8:59:53 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Technical issues (connection, equipment, etc.)","3","4","2","4","Very Rarely (less than 5% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 9:00:08 PM AST","More than 4","Domestic","Honours Bachelor of Arts","Female","No","1.5 - 1.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);Family","4","1","2","4","Frequently (75% of the time)","Afternoon (12:00pm – 3:59 pm)","Yes","Yes","Skip"
"2021/02/10 9:02:56 PM AST","First","International","Bachelor of Commerce","Female","No","N/A (if you have not completed your first semester)","Only online courses","","","","","","Time of Class as per your time zone;Mental health as a result of COVID-19 (stress, etc.);General sickness (headaches, cold, fever, etc.)","3","1","3","4","Very Rarely (less than 5% of the time)","Evening (4:00 pm – 9:00 pm)","No","Yes","Attend"
"2021/02/10 9:03:34 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Mental health as a result of COVID-19 (stress, etc.)","3","4","3","2","Sometimes (50% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 9:04:28 PM AST","First","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","Poor sleep habits;Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","4","1","4","3","Never","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 9:04:41 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","4","3","3","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","No","Yes","Attend"
"2021/02/10 9:05:32 PM AST","Third","Domestic","Bachelor of Commerce","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);General sickness (headaches, cold, fever, etc.)","3","2","1","1","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
